Date,Close,Avg30,Avg200
2003-04-17,20.600,20.990,29.270
2003-04-21,20.030,20.975,29.197
2003-04-22,19.980,20.996,29.130
2003-04-23,21.800,21.078,29.069
2003-04-24,22.520,21.180,29.013
2003-04-25,22.120,21.234,28.945
2003-04-28,23.050,21.307,28.886
2003-04-29,23.050,21.351,28.819
2003-04-30,23.360,21.414,28.749
2003-05-01,23.290,21.463,28.674
2003-05-02,24.010,21.538,28.606
2003-05-05,23.530,21.601,28.538
2003-05-06,23.750,21.695,28.473
2003-05-07,23.070,21.759,28.402
2003-05-08,23.010,21.811,28.328
2003-05-09,23.670,21.905,28.255
2003-05-12,24.640,22.052,28.188
2003-05-13,24.540,22.201,28.121
2003-05-14,24.660,22.311,28.051
2003-05-15,24.760,22.398,27.980
2003-05-16,24.950,22.507,27.909
2003-05-19,24.350,22.588,27.836
2003-05-20,24.370,22.670,27.763
2003-05-21,24.060,22.756,27.690
2003-05-22,24.200,22.862,27.617
2003-05-23,25.150,22.999,27.548
2003-05-27,25.450,23.157,27.483
2003-05-28,25.320,23.294,27.417
2003-05-29,25.200,23.426,27.350
2003-05-30,25.460,23.598,27.282
2003-06-02,25.800,23.772,27.217
2003-06-03,25.830,23.965,27.149
2003-06-04,26.180,24.172,27.085
2003-06-05,26.530,24.329,27.029
2003-06-06,26.420,24.459,26.972
2003-06-09,25.800,24.582,26.913
2003-06-10,25.740,24.672,26.854
2003-06-11,25.830,24.764,26.799
2003-06-12,26.020,24.853,26.746
2003-06-13,25.320,24.921,26.688
2003-06-16,25.850,24.982,26.635
2003-06-17,25.550,25.049,26.577
2003-06-18,25.660,25.113,26.520
2003-06-19,25.610,25.198,26.464
2003-06-20,26.100,25.301,26.414
2003-06-23,26.030,25.379,26.368
2003-06-24,26.400,25.438,26.322
2003-06-25,25.800,25.480,26.275
2003-06-26,26.030,25.526,26.233
2003-06-27,25.440,25.548,26.180
2003-06-30,25.550,25.568,26.129
2003-07-01,26.030,25.624,26.074
2003-07-02,26.600,25.699,26.020
2003-07-03,26.230,25.771,25.969
2003-07-07,26.350,25.843,25.921
2003-07-08,26.110,25.875,25.871
2003-07-09,25.760,25.885,25.822
2003-07-10,24.980,25.874,25.765
2003-07-11,25.410,25.881,25.710
2003-07-14,25.170,25.871,25.658
2003-07-15,24.800,25.838,25.600
2003-07-16,24.120,25.781,25.536
2003-07-17,23.460,25.690,25.468
2003-07-18,24.180,25.612,25.400
2003-07-21,23.130,25.502,25.325
2003-07-22,23.770,25.434,25.255
2003-07-23,23.970,25.375,25.182
2003-07-24,23.300,25.291,25.108
2003-07-25,23.540,25.208,25.027
2003-07-28,23.950,25.163,24.947
2003-07-29,23.570,25.087,24.865
2003-07-30,23.630,25.023,24.782
2003-07-31,23.360,24.946,24.700
2003-08-01,23.400,24.872,24.621
2003-08-04,23.850,24.797,24.624
2003-08-05,23.230,24.704,24.618
2003-08-06,23.450,24.606,24.609
2003-08-07,23.380,24.525,24.597
2003-08-08,23.400,24.437,24.578
2003-08-11,23.520,24.373,24.567
2003-08-12,23.600,24.308,24.557
2003-08-13,23.100,24.211,24.547
2003-08-14,23.080,24.093,24.534
2003-08-15,23.230,23.993,24.523
2003-08-18,23.530,23.899,24.511
2003-08-19,23.660,23.818,24.501
2003-08-20,23.740,23.750,24.484
2003-08-21,23.770,23.710,24.463
2003-08-22,23.150,23.635,24.440
2003-08-25,22.880,23.558,24.416
2003-08-26,23.100,23.502,24.397
2003-08-27,22.700,23.454,24.375
2003-08-28,22.800,23.432,24.358
2003-08-29,22.460,23.375,24.345
2003-09-02,22.490,23.354,24.336
2003-09-03,22.950,23.326,24.329
2003-09-04,23.120,23.298,24.318
2003-09-05,23.000,23.288,24.305
2003-09-08,23.130,23.274,24.293
2003-09-09,22.920,23.240,24.277
2003-09-10,23.300,23.231,24.256
2003-09-11,23.290,23.220,24.235
2003-09-12,23.430,23.222,24.210
2003-09-15,23.060,23.211,24.188
2003-09-16,23.410,23.196,24.161
2003-09-17,23.490,23.205,24.136
2003-09-18,24.040,23.224,24.115
2003-09-19,23.860,23.240,24.099
2003-09-22,23.400,23.240,24.084
2003-09-23,22.520,23.207,24.066
2003-09-24,21.910,23.151,24.043
2003-09-25,22.040,23.115,24.025
2003-09-26,21.820,23.073,24.005
2003-09-29,21.980,23.032,23.988
2003-09-30,22.250,22.989,23.971
2003-10-01,22.600,22.954,23.955
2003-10-02,22.500,22.912,23.932
2003-10-03,22.610,22.874,23.907
2003-10-06,22.770,22.861,23.885
2003-10-07,22.910,22.862,23.861
2003-10-08,22.160,22.831,23.831
2003-10-09,22.040,22.809,23.801
2003-10-10,21.950,22.780,23.772
2003-10-13,21.700,22.755,23.740
2003-10-14,21.400,22.719,23.711
2003-10-15,21.630,22.675,23.682
2003-10-16,21.970,22.636,23.657
2003-10-17,22.000,22.603,23.622
2003-10-20,22.400,22.579,23.590
2003-10-21,22.000,22.548,23.544
2003-10-22,22.100,22.508,23.503
2003-10-23,22.340,22.476,23.471
2003-10-24,22.940,22.460,23.440
2003-10-27,23.480,22.474,23.414
2003-10-28,23.590,22.480,23.388
2003-10-29,23.690,22.487,23.358
2003-10-30,23.480,22.468,23.333
2003-10-31,23.980,22.472,23.313
2003-11-03,24.070,22.494,23.297
2003-11-04,23.880,22.540,23.283
2003-11-05,23.600,22.596,23.267
2003-11-06,23.140,22.633,23.255
2003-11-07,22.960,22.671,23.247
2003-11-10,23.500,22.721,23.240
2003-11-11,23.540,22.764,23.236
2003-11-12,23.550,22.796,23.232
2003-11-13,23.300,22.823,23.230
2003-11-14,23.610,22.856,23.225
2003-11-17,23.390,22.877,23.216
2003-11-18,23.110,22.883,23.203
2003-11-19,23.020,22.912,23.192
2003-11-20,22.930,22.942,23.182
2003-11-21,23.030,22.978,23.171
2003-11-24,23.060,23.023,23.164
2003-11-25,23.460,23.092,23.163
2003-11-26,23.390,23.150,23.164
2003-11-28,23.280,23.194,23.168
2003-12-01,23.200,23.234,23.168
2003-12-02,23.180,23.260,23.165
2003-12-03,23.150,23.298,23.166
2003-12-04,24.020,23.362,23.179
2003-12-05,24.390,23.431,23.198
2003-12-08,24.170,23.472,23.215
2003-12-09,23.970,23.488,23.228
2003-12-10,24.610,23.522,23.248
2003-12-11,24.800,23.559,23.266
2003-12-12,24.560,23.595,23.285
2003-12-15,24.870,23.625,23.306
2003-12-16,24.780,23.648,23.327
2003-12-17,25.070,23.688,23.348
2003-12-18,25.310,23.745,23.373
2003-12-19,25.240,23.815,23.396
2003-12-22,25.450,23.898,23.427
2003-12-23,25.320,23.959,23.457
2003-12-24,25.120,24.011,23.485
2003-12-26,25.210,24.067,23.509
2003-12-29,25.890,24.153,23.534
2003-12-30,26.060,24.235,23.556
2003-12-31,26.070,24.324,23.579
2004-01-02,26.140,24.425,23.600
2004-01-05,27.050,24.559,23.627
2004-01-06,27.120,24.699,23.654
2004-01-07,27.100,24.835,23.685
2004-01-08,27.590,24.986,23.717
2004-01-09,26.200,25.077,23.741
2004-01-12,26.830,25.192,23.771
2004-01-13,26.450,25.297,23.802
2004-01-14,26.680,25.413,23.835
2004-01-15,26.740,25.532,23.862
2004-01-16,26.470,25.643,23.883
2004-01-20,27.000,25.742,23.910
2004-01-21,26.490,25.812,23.933
2004-01-22,26.320,25.884,23.955
2004-01-23,26.420,25.965,23.980
2004-01-26,26.690,26.035,24.008
2004-01-27,25.950,26.073,24.032
2004-01-28,25.560,26.106,24.057
2004-01-29,25.700,26.134,24.079
2004-01-30,25.500,26.158,24.100
2004-02-02,26.460,26.204,24.131
2004-02-03,26.080,26.230,24.159
2004-02-04,25.560,26.241,24.186
2004-02-05,25.680,26.248,24.215
2004-02-06,26.020,26.272,24.236
2004-02-09,25.650,26.289,24.252
2004-02-10,25.940,26.314,24.271
2004-02-11,25.960,26.316,24.285
2004-02-12,25.640,26.302,24.298
2004-02-13,25.050,26.268,24.307
2004-02-17,24.870,26.226,24.315
2004-02-18,24.450,26.139,24.317
2004-02-19,24.190,26.041,24.320
2004-02-20,23.880,25.934,24.321
2004-02-23,24.000,25.814,24.325
2004-02-24,24.130,25.745,24.331
2004-02-25,24.150,25.656,24.333
2004-02-26,24.120,25.578,24.331
2004-02-27,24.010,25.489,24.328
2004-03-01,24.250,25.406,24.326
2004-03-02,25.480,25.373,24.330
2004-03-03,25.240,25.315,24.331
2004-03-04,25.190,25.271,24.335
2004-03-05,25.020,25.228,24.339
2004-03-08,25.150,25.186,24.344
2004-03-09,25.140,25.134,24.349
2004-03-10,24.340,25.080,24.345
2004-03-11,24.050,25.030,24.338
2004-03-12,24.360,24.985,24.333
2004-03-15,24.180,24.941,24.328
2004-03-16,24.270,24.868,24.322
2004-03-17,24.530,24.817,24.315
2004-03-18,24.700,24.788,24.310
2004-03-19,24.620,24.753,24.302
2004-03-22,24.100,24.689,24.290
2004-03-23,23.980,24.633,24.278
2004-03-24,23.710,24.559,24.267
2004-03-25,24.070,24.496,24.259
2004-03-26,23.920,24.438,24.249
2004-03-29,24.230,24.411,24.240
2004-03-30,24.360,24.394,24.236
2004-03-31,24.540,24.397,24.229
2004-04-01,24.730,24.415,24.225
2004-04-02,24.870,24.448,24.221
2004-04-05,25.340,24.493,24.220
2004-04-06,25.050,24.523,24.214
2004-04-07,24.580,24.538,24.207
2004-04-08,24.460,24.549,24.197
2004-04-12,24.470,24.564,24.191
2004-04-13,24.260,24.565,24.182
2004-04-14,24.160,24.521,24.176
2004-04-15,24.360,24.491,24.170
2004-04-16,24.170,24.457,24.160
2004-04-19,24.410,24.437,24.149
2004-04-20,24.360,24.411,24.140
2004-04-21,24.770,24.398,24.132
2004-04-22,25.400,24.434,24.129
2004-04-23,25.420,24.479,24.127
2004-04-26,25.500,24.517,24.129
2004-04-27,25.490,24.561,24.130
2004-04-28,25.210,24.592,24.130
2004-04-29,25.370,24.620,24.133
2004-04-30,24.900,24.627,24.137
2004-05-03,25.230,24.647,24.146
2004-05-04,25.410,24.691,24.152
2004-05-05,25.450,24.740,24.163
2004-05-06,25.300,24.793,24.171
2004-05-07,24.740,24.815,24.175
2004-05-10,24.510,24.835,24.181
2004-05-11,24.490,24.844,24.186
2004-05-12,24.500,24.848,24.188
2004-05-13,24.680,24.853,24.194
2004-05-14,24.500,24.845,24.198
2004-05-17,24.300,24.826,24.203
2004-05-18,24.590,24.801,24.209
2004-05-19,24.410,24.780,24.212
2004-05-20,24.310,24.771,24.217
2004-05-21,24.330,24.767,24.222
2004-05-24,24.190,24.757,24.226
2004-05-25,24.050,24.750,24.229
2004-05-26,23.500,24.728,24.229
2004-05-27,23.850,24.711,24.230
2004-05-28,23.700,24.696,24.233
2004-06-01,23.740,24.673,24.236
2004-06-02,23.870,24.657,24.240
2004-06-03,23.720,24.622,24.240
2004-06-04,23.930,24.573,24.242
2004-06-07,24.280,24.535,24.245
2004-06-08,24.340,24.496,24.247
2004-06-09,24.620,24.467,24.255
2004-06-10,24.810,24.454,24.264
2004-06-14,24.550,24.427,24.272
2004-06-15,24.470,24.412,24.280
2004-06-16,24.440,24.386,24.289
2004-06-17,24.540,24.357,24.299
2004-06-18,24.600,24.329,24.310
2004-06-21,24.400,24.299,24.317
2004-06-22,24.070,24.276,24.322
2004-06-23,24.250,24.268,24.328
2004-06-24,23.790,24.244,24.331
2004-06-25,23.800,24.221,24.336
2004-06-28,24.150,24.203,24.340
2004-06-29,24.260,24.195,24.345
2004-06-30,24.250,24.194,24.349
2004-07-01,24.140,24.179,24.354
2004-07-02,24.110,24.169,24.358
2004-07-06,24.130,24.163,24.361
2004-07-07,23.850,24.147,24.360
2004-07-08,23.460,24.122,24.358
2004-07-09,23.590,24.107,24.359
2004-07-12,23.670,24.113,24.365
2004-07-13,23.410,24.098,24.372
2004-07-14,23.540,24.093,24.380
2004-07-15,23.000,24.068,24.386
2004-07-16,23.100,24.042,24.391
2004-07-19,23.160,24.024,24.396
2004-07-20,23.270,24.002,24.399
2004-07-21,23.200,23.966,24.403
2004-07-22,23.580,23.940,24.407
2004-07-23,24.220,23.927,24.415
2004-07-26,24.750,23.925,24.424
2004-07-27,25.340,23.951,24.440
2004-07-28,25.400,23.982,24.456
2004-07-29,25.400,24.014,24.474
2004-07-30,25.340,24.041,24.492
2004-08-02,25.490,24.071,24.512
2004-08-03,25.560,24.109,24.532
2004-08-04,25.590,24.160,24.550
2004-08-05,25.280,24.194,24.567
2004-08-06,24.850,24.230,24.579
2004-08-09,24.860,24.265,24.593
2004-08-10,25.250,24.302,24.609
2004-08-11,25.290,24.336,24.624
2004-08-12,25.240,24.369,24.635
2004-08-13,25.060,24.400,24.643
2004-08-16,25.540,24.447,24.653
2004-08-17,25.370,24.489,24.661
2004-08-18,25.580,24.546,24.672
2004-08-19,25.550,24.616,24.679
2004-08-20,25.570,24.682,24.687
2004-08-23,25.610,24.747,24.696
2004-08-24,25.590,24.819,24.706
2004-08-25,25.690,24.891,24.718
2004-08-26,25.740,24.982,24.732
2004-08-27,25.840,25.074,24.744
2004-08-30,25.800,25.162,24.755
2004-08-31,25.790,25.246,24.766
2004-09-01,25.990,25.339,24.780
2004-09-02,26.180,25.425,24.793
2004-09-03,26.200,25.491,24.807
2004-09-07,26.690,25.556,24.825
2004-09-08,26.550,25.596,24.842
2004-09-09,26.300,25.626,24.859
2004-09-10,26.570,25.665,24.877
2004-09-13,26.840,25.715,24.896
2004-09-14,26.620,25.753,24.912
2004-09-15,26.060,25.770,24.925
2004-09-16,26.560,25.802,24.941
2004-09-17,26.480,25.842,24.958
2004-09-20,26.440,25.895,24.974
2004-09-21,26.410,25.947,24.990
2004-09-22,26.360,25.984,25.002
2004-09-23,26.040,26.009,25.010
2004-09-24,26.050,26.036,25.020
2004-09-27,25.970,26.066,25.030
2004-09-28,25.820,26.075,25.036
2004-09-29,26.010,26.097,25.042
2004-09-30,25.950,26.109,25.049
2004-10-01,26.320,26.135,25.056
2004-10-04,26.900,26.179,25.067
2004-10-05,27.200,26.232,25.077
2004-10-06,27.150,26.284,25.086
2004-10-07,27.000,26.328,25.095
2004-10-08,26.830,26.364,25.102
2004-10-11,26.870,26.398,25.110
2004-10-12,26.890,26.435,25.119
2004-10-13,26.630,26.463,25.126
2004-10-14,26.350,26.475,25.128
2004-10-15,26.680,26.491,25.131
2004-10-18,26.910,26.515,25.135
2004-10-19,26.700,26.515,25.138
2004-10-20,26.460,26.512,25.135
2004-10-21,25.680,26.492,25.128
2004-10-22,25.240,26.447,25.119
2004-10-25,24.990,26.386,25.106
2004-10-26,24.750,26.323,25.099
2004-10-27,24.960,26.287,25.089
2004-10-28,25.350,26.246,25.084
2004-10-29,25.260,26.206,25.077
2004-11-01,25.670,26.180,25.071
2004-11-02,25.520,26.150,25.067
2004-11-03,25.700,26.128,25.060
2004-11-04,26.120,26.131,25.058
2004-11-05,26.250,26.138,25.058
2004-11-08,26.290,26.148,25.057
2004-11-09,26.150,26.159,25.054
2004-11-10,25.970,26.158,25.055
2004-11-11,26.200,26.166,25.058
2004-11-12,26.670,26.178,25.063
2004-11-15,26.380,26.161,25.067
2004-11-16,26.130,26.125,25.065
2004-11-17,26.180,26.093,25.066
2004-11-18,26.110,26.063,25.069
2004-11-19,25.890,26.032,25.070
2004-11-22,25.520,25.987,25.067
2004-11-23,25.460,25.939,25.066
2004-11-24,25.360,25.897,25.063
2004-11-26,25.480,25.868,25.061
2004-11-29,25.350,25.823,25.059
2004-11-30,25.170,25.765,25.060
2004-12-01,25.780,25.735,25.065
2004-12-02,26.100,25.723,25.073
2004-12-03,25.810,25.727,25.081
2004-12-06,25.510,25.736,25.089
2004-12-07,25.410,25.750,25.096
2004-12-08,25.260,25.767,25.102
2004-12-09,25.020,25.769,25.106
2004-12-10,25.310,25.768,25.112
2004-12-13,25.760,25.784,25.121
2004-12-14,25.950,25.794,25.129
2004-12-15,25.680,25.799,25.130
2004-12-16,25.700,25.799,25.133
2004-12-17,25.700,25.785,25.135
2004-12-20,25.810,25.770,25.139
2004-12-21,25.900,25.757,25.143
2004-12-22,25.950,25.751,25.147
2004-12-23,26.030,25.753,25.155
2004-12-27,25.950,25.744,25.165
2004-12-28,26.050,25.724,25.173
2004-12-29,25.880,25.707,25.182
2004-12-30,25.760,25.695,25.189
2004-12-31,25.770,25.681,25.196
2005-01-03,25.590,25.664,25.200
2005-01-04,25.320,25.645,25.203
2005-01-05,25.440,25.642,25.210
2005-01-06,25.150,25.632,25.216
2005-01-07,25.080,25.622,25.223
2005-01-10,24.900,25.603,25.227
2005-01-11,24.650,25.580,25.231
2005-01-12,24.810,25.568,25.234
2005-01-13,24.430,25.523,25.234
2005-01-14,24.410,25.466,25.233
2005-01-18,24.880,25.435,25.234
2005-01-19,24.790,25.411,25.234
2005-01-20,24.470,25.380,25.229
2005-01-21,24.580,25.357,25.227
2005-01-24,24.540,25.341,25.227
2005-01-25,24.450,25.313,25.227
2005-01-26,24.580,25.273,25.227
2005-01-27,23.670,25.197,25.224
2005-01-28,23.620,25.129,25.222
2005-01-31,23.760,25.064,25.219
2005-02-01,23.920,25.005,25.217
2005-02-02,24.390,24.957,25.217
2005-02-03,24.620,24.915,25.219
2005-02-04,24.600,24.870,25.218
2005-02-07,24.470,24.818,25.213
2005-02-08,24.610,24.773,25.209
2005-02-09,24.380,24.717,25.203
2005-02-10,24.100,24.658,25.196
2005-02-11,24.260,24.608,25.192
2005-02-14,24.370,24.561,25.187
2005-02-15,24.520,24.526,25.185
2005-02-16,24.510,24.499,25.181
2005-02-17,24.250,24.459,25.175
2005-02-18,24.180,24.427,25.169
2005-02-22,24.030,24.392,25.163
2005-02-23,24.140,24.366,25.160
2005-02-24,24.160,24.350,25.158
2005-02-25,24.210,24.330,25.157
2005-02-28,24.060,24.318,25.154
2005-03-01,24.320,24.315,25.153
2005-03-02,24.320,24.296,25.152
2005-03-03,24.360,24.282,25.152
2005-03-04,24.490,24.282,25.151
2005-03-07,24.420,24.277,25.151
2005-03-08,24.170,24.265,25.151
2005-03-09,24.100,24.253,25.150
2005-03-10,24.120,24.238,25.149
2005-03-11,24.000,24.249,25.149
2005-03-14,24.090,24.264,25.152
2005-03-15,23.660,24.261,25.151
2005-03-16,23.420,24.244,25.150
2005-03-17,23.400,24.211,25.148
2005-03-18,23.350,24.169,25.145
2005-03-21,23.210,24.123,25.143
2005-03-22,23.040,24.075,25.138
2005-03-23,23.400,24.035,25.134
2005-03-24,23.300,23.999,25.129
2005-03-28,23.490,23.978,25.123
2005-03-29,23.330,23.947,25.116
2005-03-30,23.700,23.925,25.111
2005-03-31,23.690,23.897,25.108
2005-04-01,23.660,23.869,25.104
2005-04-04,23.910,23.858,25.100
2005-04-05,24.200,23.858,25.098
2005-04-06,23.910,23.854,25.096
2005-04-07,23.840,23.844,25.095
2005-04-08,23.750,23.831,25.092
2005-04-11,23.830,23.818,25.093
2005-04-12,23.890,23.812,25.093
2005-04-13,23.830,23.796,25.091
2005-04-14,23.650,23.774,25.088
2005-04-15,23.000,23.728,25.082
2005-04-18,23.210,23.686,25.077
2005-04-19,23.200,23.645,25.073
2005-04-20,22.960,23.605,25.067
2005-04-21,23.180,23.574,25.064
2005-04-22,23.200,23.543,25.062
2005-04-25,23.320,23.521,25.061
2005-04-26,23.160,23.490,25.059
2005-04-27,23.440,23.482,25.059
2005-04-28,23.520,23.486,25.059
2005-04-29,23.800,23.499,25.063
2005-05-02,23.780,23.513,25.066
2005-05-03,23.800,23.533,25.069
2005-05-04,23.800,23.558,25.072
2005-05-05,23.680,23.568,25.074
2005-05-06,23.620,23.578,25.074
2005-05-09,23.580,23.581,25.071
2005-05-10,23.450,23.585,25.065
2005-05-11,23.300,23.572,25.055
2005-05-12,23.250,23.557,25.044
2005-05-13,23.080,23.538,25.032
2005-05-16,23.350,23.519,25.022
2005-05-17,23.490,23.496,25.012
2005-05-18,23.680,23.488,25.003
2005-05-19,23.730,23.484,24.994
2005-05-20,23.630,23.480,24.985
2005-05-23,23.700,23.476,24.980
2005-05-24,23.610,23.467,24.973
2005-05-25,23.550,23.457,24.965
2005-05-26,23.650,23.457,24.957
2005-05-27,23.670,23.480,24.949
2005-05-31,23.380,23.485,24.940
2005-06-01,23.280,23.488,24.929
2005-06-02,23.420,23.503,24.919
2005-06-03,23.340,23.509,24.908
2005-06-06,23.300,23.512,24.897
2005-06-07,23.440,23.516,24.886
2005-06-08,23.540,23.529,24.876
2005-06-09,23.410,23.528,24.865
2005-06-10,23.630,23.531,24.855
2005-06-13,23.910,23.535,24.845
2005-06-14,23.900,23.539,24.836
2005-06-15,24.010,23.546,24.827
2005-06-16,23.950,23.551,24.818
2005-06-17,24.020,23.562,24.808
2005-06-20,24.070,23.577,24.797
2005-06-21,23.870,23.587,24.786
2005-06-22,23.780,23.598,24.771
2005-06-23,23.660,23.610,24.757
2005-06-24,23.500,23.618,24.743
2005-06-27,23.570,23.635,24.728
2005-06-28,23.700,23.646,24.712
2005-06-29,23.940,23.661,24.698
2005-06-30,23.750,23.664,24.687
2005-07-01,23.930,23.670,24.674
2005-07-05,24.100,23.686,24.662
2005-07-06,23.610,23.683,24.648
2005-07-07,23.360,23.675,24.632
2005-07-08,23.570,23.675,24.619
2005-07-11,23.790,23.680,24.607
2005-07-12,23.880,23.687,24.596
2005-07-13,23.890,23.704,24.586
2005-07-14,24.100,23.731,24.577
2005-07-15,24.120,23.755,24.568
2005-07-18,23.840,23.771,24.557
2005-07-19,23.790,23.788,24.545
2005-07-20,23.800,23.800,24.529
2005-07-21,23.710,23.805,24.512
2005-07-22,23.720,23.816,24.495
2005-07-25,23.830,23.822,24.479
2005-07-26,24.040,23.827,24.465
2005-07-27,24.310,23.840,24.452
2005-07-28,24.730,23.864,24.441
2005-07-29,24.450,23.881,24.430
2005-08-01,24.470,23.896,24.421
2005-08-02,24.660,23.916,24.411
2005-08-03,24.970,23.952,24.401
2005-08-04,24.740,23.984,24.391
2005-08-05,24.610,24.016,24.382
2005-08-08,24.470,24.048,24.376
2005-08-09,24.540,24.081,24.373
2005-08-10,24.650,24.112,24.371
2005-08-11,24.740,24.139,24.371
2005-08-12,24.460,24.163,24.368
2005-08-15,24.460,24.180,24.364
2005-08-16,24.260,24.186,24.359
2005-08-17,24.210,24.206,24.352
2005-08-18,24.050,24.229,24.344
2005-08-19,24.140,24.248,24.336
2005-08-22,24.030,24.256,24.326
2005-08-23,24.200,24.266,24.316
2005-08-24,23.910,24.267,24.304
2005-08-25,23.880,24.260,24.292
2005-08-26,23.710,24.246,24.281
2005-08-29,23.830,24.246,24.269
2005-08-30,23.810,24.246,24.255
2005-08-31,24.080,24.256,24.244
2005-09-01,24.020,24.266,24.233
2005-09-02,23.870,24.271,24.221
2005-09-06,24.240,24.285,24.212
2005-09-07,24.080,24.286,24.203
2005-09-08,24.010,24.276,24.195
2005-09-09,24.050,24.253,24.188
2005-09-12,23.820,24.232,24.181
2005-09-13,23.790,24.210,24.172
2005-09-14,23.690,24.177,24.164
2005-09-15,23.910,24.142,24.158
2005-09-16,24.230,24.125,24.150
2005-09-19,24.060,24.107,24.140
2005-09-20,24.080,24.094,24.131
2005-09-21,23.940,24.074,24.123
2005-09-22,23.830,24.046,24.115
2005-09-23,23.770,24.014,24.108
2005-09-26,23.840,23.993,24.102
2005-09-27,23.640,23.966,24.094
2005-09-28,23.900,23.954,24.084
2005-09-29,23.720,23.938,24.073
2005-09-30,23.970,23.935,24.065
2005-10-03,23.960,23.929,24.056
2005-10-04,23.960,23.927,24.047
2005-10-05,23.320,23.897,24.035
2005-10-06,23.090,23.870,24.021
2005-10-07,22.750,23.832,24.005
2005-10-10,22.760,23.801,23.988
2005-10-11,22.560,23.758,23.971
2005-10-12,22.310,23.708,23.953
2005-10-13,22.250,23.647,23.935
2005-10-14,22.200,23.587,23.917
2005-10-17,22.200,23.531,23.899
2005-10-18,22.100,23.460,23.881
2005-10-19,22.410,23.404,23.867
2005-10-20,22.540,23.355,23.852
2005-10-21,23.000,23.320,23.842
2005-10-24,23.590,23.312,23.834
2005-10-25,23.690,23.309,23.828
2005-10-26,23.650,23.308,23.823
2005-10-27,23.700,23.301,23.818
2005-10-28,23.890,23.289,23.815
2005-10-31,23.850,23.282,23.812
2005-11-01,23.780,23.272,23.807
2005-11-02,23.910,23.271,23.802
2005-11-03,23.520,23.261,23.797
2005-11-04,23.660,23.257,23.793
2005-11-07,23.410,23.243,23.787
2005-11-08,23.600,23.242,23.783
2005-11-09,23.600,23.232,23.778
2005-11-10,23.890,23.237,23.779
2005-11-11,23.950,23.237,23.781
2005-11-14,23.950,23.236,23.782
2005-11-15,23.890,23.234,23.782
2005-11-16,23.820,23.251,23.779
2005-11-17,24.170,23.287,23.777
2005-11-18,24.380,23.341,23.775
2005-11-21,24.370,23.395,23.775
2005-11-22,24.770,23.468,23.776
2005-11-23,24.680,23.547,23.777
2005-11-25,24.770,23.631,23.781
2005-11-28,25.080,23.727,23.785
2005-11-29,25.050,23.822,23.788
2005-11-30,24.910,23.916,23.790
